,Unnamed: 0,healthy,multiple_diseases,rust,scab,class,image_id
1336,436,0,1,0,0,1,Train_436_yzrbc
1337,1046,0,1,0,0,1,Train_1046_cppra
1338,395,0,1,0,0,1,Train_395_zcbxz
1339,1494,0,1,0,0,1,Train_1494_ycxyb
1340,493,0,1,0,0,1,Train_493_bcrad
1341,363,0,1,0,0,1,Train_363_xazcq
1342,95,0,1,0,0,1,Train_95_barzz
1343,949,0,1,0,0,1,Train_949_yxaba
1344,1780,0,1,0,0,1,Train_1780_zqdyd
1345,399,0,1,0,0,1,Train_399_qaydz
1346,563,0,1,0,0,1,Train_563_praqa
1347,754,0,1,0,0,1,Train_754_ycyba
1348,74,0,1,0,0,1,Train_74_dazry
1349,237,0,1,0,0,1,Train_237_ydaac
1350,1035,0,1,0,0,1,Train_1035_qqdrr
1351,1468,0,1,0,0,1,Train_1468_pabqa
1352,1664,0,1,0,0,1,Train_1664_bydcd
1353,25,0,1,0,0,1,Train_25_pqzpy
1354,1779,0,1,0,0,1,Train_1779_zradb
1355,1390,0,1,0,0,1,Train_1390_zayyd
1356,306,0,1,0,0,1,Train_306_zaraz
1357,1161,0,1,0,0,1,Train_1161_xrdzc
1358,484,0,1,0,0,1,Train_484_pqpaa
1359,682,0,1,0,0,1,Train_682_zqpyx
1360,1310,0,1,0,0,1,Train_1310_abyqz
1361,170,0,1,0,0,1,Train_170_qbycq
1362,1514,0,1,0,0,1,Train_1514_qappz
1363,1531,0,1,0,0,1,Train_1531_ddcdx
1364,6,0,1,0,0,1,Train_6_czqar
1365,1119,0,1,0,0,1,Train_1119_xaxzy
1366,1708,0,1,0,0,1,Train_1708_cxbyz
1367,391,0,1,0,0,1,Train_391_aabyd
1368,762,0,1,0,0,1,Train_762_yydqd
1369,1577,0,1,0,0,1,Train_1577_zraxq
1370,338,0,1,0,0,1,Train_338_zrypx
1371,1641,0,1,0,0,1,Train_1641_pxydd
1372,1815,0,1,0,0,1,Train_1815_dzxzc
1373,1609,0,1,0,0,1,Train_1609_aaaar
1374,1662,0,1,0,0,1,Train_1662_dyryq
1375,905,0,1,0,0,1,Train_905_ccbzy
1376,104,0,1,0,0,1,Train_104_rbdaz
1377,1028,0,1,0,0,1,Train_1028_rqydp
1378,645,0,1,0,0,1,Train_645_prbqz
1379,602,0,1,0,0,1,Train_602_ycbbp
1380,1129,0,1,0,0,1,Train_1129_axxda
1381,1050,0,1,0,0,1,Train_1050_zcrxb
1382,1013,0,1,0,0,1,Train_1013_yyrxy
1383,231,0,1,0,0,1,Train_231_xadca
1384,418,0,1,0,0,1,Train_418_xcbcz
1385,1554,0,1,0,0,1,Train_1554_pcxqy
1386,1018,0,1,0,0,1,Train_1018_pyrzd
1387,1526,0,1,0,0,1,Train_1526_adddq
1388,732,0,1,0,0,1,Train_732_pbyyb
1389,857,0,1,0,0,1,Train_857_bdcrc
1390,245,0,1,0,0,1,Train_245_xzqpq
1391,535,0,1,0,0,1,Train_535_brbxb
1392,1369,0,1,0,0,1,Train_1369_adbdy
1393,1454,0,1,0,0,1,Train_1454_qqaxb
1394,480,0,1,0,0,1,Train_480_qxrpb
1395,436,0,1,0,0,1,Train_436_xapra
1396,1046,0,1,0,0,1,Train_1046_zrbyq
1397,395,0,1,0,0,1,Train_395_xxbar
1398,1494,0,1,0,0,1,Train_1494_bayya
1399,493,0,1,0,0,1,Train_493_yyyrc
1400,363,0,1,0,0,1,Train_363_ydpcq
1401,95,0,1,0,0,1,Train_95_ydcpd
1402,949,0,1,0,0,1,Train_949_cpdda
1403,1780,0,1,0,0,1,Train_1780_qyarp
1404,399,0,1,0,0,1,Train_399_cdpdx
1405,563,0,1,0,0,1,Train_563_raczd
1406,754,0,1,0,0,1,Train_754_dzbzr
1407,74,0,1,0,0,1,Train_74_rcdpa
1408,237,0,1,0,0,1,Train_237_czyay
1409,1035,0,1,0,0,1,Train_1035_yxdxz
1410,1468,0,1,0,0,1,Train_1468_cxdda
1411,1664,0,1,0,0,1,Train_1664_zdzac
1412,25,0,1,0,0,1,Train_25_cqbzb
1413,1779,0,1,0,0,1,Train_1779_cqbdr
1414,1390,0,1,0,0,1,Train_1390_cdcqb
1415,306,0,1,0,0,1,Train_306_qcyqd
1416,1161,0,1,0,0,1,Train_1161_bcaar
1417,484,0,1,0,0,1,Train_484_ypazy
1418,682,0,1,0,0,1,Train_682_zzxpy
1419,1310,0,1,0,0,1,Train_1310_bxppc
1420,170,0,1,0,0,1,Train_170_cyyay
1421,1514,0,1,0,0,1,Train_1514_cxqpb
1422,1531,0,1,0,0,1,Train_1531_czxzx
1423,6,0,1,0,0,1,Train_6_bpzba
1424,1119,0,1,0,0,1,Train_1119_qzzxq
1425,1708,0,1,0,0,1,Train_1708_bxrqd
1426,391,0,1,0,0,1,Train_391_zqprb
1427,762,0,1,0,0,1,Train_762_dqqpx
1428,1577,0,1,0,0,1,Train_1577_azcbx
1429,338,0,1,0,0,1,Train_338_qbzca
1430,1641,0,1,0,0,1,Train_1641_axaqq
1431,1815,0,1,0,0,1,Train_1815_rcqaa
1432,1609,0,1,0,0,1,Train_1609_qzyxp
1433,1662,0,1,0,0,1,Train_1662_cxzrd
1434,905,0,1,0,0,1,Train_905_qaazr
1435,104,0,1,0,0,1,Train_104_rcpdz
1436,1028,0,1,0,0,1,Train_1028_rzarc
1437,645,0,1,0,0,1,Train_645_rpdcb
1438,602,0,1,0,0,1,Train_602_yybpq
1439,1129,0,1,0,0,1,Train_1129_yqayr
1440,1050,0,1,0,0,1,Train_1050_bxrry
1441,1013,0,1,0,0,1,Train_1013_byxqd
1442,231,0,1,0,0,1,Train_231_pzxpd
1443,418,0,1,0,0,1,Train_418_qpdzx
1444,1554,0,1,0,0,1,Train_1554_acqpy
1445,1018,0,1,0,0,1,Train_1018_rcccq
1446,1526,0,1,0,0,1,Train_1526_aabca
1447,732,0,1,0,0,1,Train_732_cpxyx
1448,857,0,1,0,0,1,Train_857_crrxp
1449,245,0,1,0,0,1,Train_245_dycby
1450,535,0,1,0,0,1,Train_535_ybcaq
1451,1369,0,1,0,0,1,Train_1369_dzypr
1452,1454,0,1,0,0,1,Train_1454_cabdc
1453,480,0,1,0,0,1,Train_480_zcaxa
1454,436,0,1,0,0,1,Train_436_acbyr
1455,1046,0,1,0,0,1,Train_1046_qrbcx
1456,395,0,1,0,0,1,Train_395_zpbqp
1457,1494,0,1,0,0,1,Train_1494_ydbrc
1458,493,0,1,0,0,1,Train_493_cyybd
